"categoria","receita_total"
"Budget claim spend scene hear fill wide also ready seven.","28449.159999999996"
"Use plan bad throw produce notice rate air shake.","28424.32"
"Interview reality study image our both also concern offer past bag.","28412.780000000002"
"Into star front along red environmental short important what.","28406.399999999994"
"Discover vote nearly responsibility collection rate recently.","28403.100000000006"
"American but avoid size raise there central natural morning join green study.","28400.6"
"Law contain those discussion first move happy customer.","28398.920000000024"
"Concern also red pass out change.","28392.99000000001"
"Question sure artist she the particularly.","28392.979999999996"
"Easy former yard thought chair main likely age seem tonight American.","28384.300000000003"
"Move what bag little she ask fight.","28365.440000000017"
"Likely number billion reason civil interesting water similar religious change whole medical customer.","28361.299999999996"
"Whatever up town old politics past.","28338.499999999993"
"Consider before wind have nation usually physical check certainly city various arm indicate fill.","28336.000000000004"
"Conference office debate environmental car must central seat system national computer reason share try.","28326.940000000024"
"Rest entire crime space goal leader site including I hotel.","28318.93"
"Kid well least current soon while benefit then these grow consider.","28304"
"Address director side style western nor tough.","28282.299999999977"
"Although a officer list visit hot goal wait thousand.","28265.039999999997"
"Several third wait response writer feeling card week ever responsibility.","28241.599999999977"
"Green month improve reach possible citizen radio test mention president music expert.","28235.750000000004"
"Free green enjoy range movement parent economy.","28230.4"
"White investment career property director win even audience mention affect tell establish.","28229.250000000007"
"Since owner American amount our myself.","28228.549999999992"
"It necessary word training pull idea force medical appear.","28215.16000000001"
"Almost coach country and both specific imagine dinner into.","28198.25999999998"
"Everything enough anyone standard receive nor.","28154.25"
"Attorney deep yet require direction cost call defense surface machine watch.","28145.16"
"Me various job friend call company loss certainly.","28118.939999999988"
"Theory reach minute under mean long forward candidate card evening business behind.","28106.460000000014"
"Effort occur music series mother about tend police process material outside.","28104.84"
"Early pay group along management when.","28095.299999999996"
"Style surface line attorney record worker knowledge national tree require down tax gun.","28091.259999999973"
